t1,r1,p1,l1,t2,r2,p2,l2,t3,r3,p3,l3,t4,r4,p4,l4,t5,r5,p5,l5,t6,r6,p6,l6,op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,estado
'\'(-inf-37.138995]\'',1,3,7,'\'(57.36167-76.549137]\'',1,10,15,'\'(-inf-82.466974]\'',1,11,16,'\'(41.626247-55.248765]\'',2,6,10,'\'(58.860938-81.517634]\'',3,10,8,'\'(-inf-38.860268]\'',1,6,10,1,0,1,1,1,1,1,1,1,1,1,1,66,'\'(-inf-366.642526]\'',46,'\'(-inf-13.465411]\'',A
'\'(135.14993-inf)\'',5,10,7,'\'(41.257811-57.36167]\'',1,5,10,'\'(112.968721-159.869152]\'',1,11,17,'\'(112.254647-inf)\'',2,15,16,'\'(81.517634-inf)\'',2,9,13,'\'(95.929302-inf)\'',1,7,10,1,1,0,0,0,1,1,1,0,0,1,1,73,'\'(573.253523-741.552114]\'',57,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,3,7,'\'(-inf-41.257811]\'',1,4,10,'\'(-inf-82.466974]\'',1,14,20,'\'(41.626247-55.248765]\'',2,10,10,'\'(-inf-35.369728]\'',1,4,8,'\'(-inf-38.860268]\'',1,8,12,1,1,0,1,1,0,1,1,0,1,1,1,67,'\'(-inf-366.642526]\'',43,'\'(-inf-13.465411]\'',A
'\'(135.14993-inf)\'',3,20,15,'\'(115.960834-inf)\'',3,67,29,'\'(241.1566-inf)\'',6,208,45,'\'(-inf-41.626247]\'',1,10,10,'\'(46.650883-58.860938]\'',1,9,10,'\'(-inf-38.860268]\'',1,8,10,0,0,0,1,0,1,1,0,0,1,1,1,119,'\'(741.552114-inf)\'',322,'\'(21.845585-inf)\'',A
'\'(37.138995-55.369498]\'',2,4,7,'\'(-inf-41.257811]\'',1,4,10,'\'(-inf-82.466974]\'',1,7,16,'\'(-inf-41.626247]\'',1,2,10,'\'(-inf-35.369728]\'',1,3,8,'\'(48.843097-64.248229]\'',1,6,16,1,1,1,1,1,0,1,1,1,1,1,0,67,'\'(-inf-366.642526]\'',26,'\'(-inf-13.465411]\'',A
'\'(55.369498-80.790919]\'',1,7,7,'\'(57.36167-76.549137]\'',1,4,10,'\'(112.968721-159.869152]\'',1,5,16,'\'(55.248765-74.303022]\'',1,3,10,'\'(81.517634-inf)\'',2,5,9,'\'(64.248229-95.929302]\'',1,3,15,1,1,1,1,0,0,1,1,1,1,1,0,67,'\'(459.963402-573.253523]\'',27,'\'(13.465411-15.967208]\'',A
'\'(37.138995-55.369498]\'',2,2,7,'\'(76.549137-115.960834]\'',3,16,10,'\'(159.869152-241.1566]\'',3,31,26,'\'(-inf-41.626247]\'',1,7,11,'\'(-inf-35.369728]\'',1,12,12,'\'(38.860268-48.843097]\'',1,10,13,1,1,0,0,0,0,1,1,0,1,1,1,79,'\'(366.642526-459.963402]\'',78,'\'(15.967208-18.512556]\'',A
'\'(135.14993-inf)\'',4,57,7,'\'(-inf-41.257811]\'',1,11,10,'\'(112.968721-159.869152]\'',4,41,16,'\'(-inf-41.626247]\'',1,7,10,'\'(58.860938-81.517634]\'',3,9,8,'\'(-inf-38.860268]\'',1,10,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(459.963402-573.253523]\'',135,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',1,5,8,'\'(115.960834-inf)\'',3,15,10,'\'(159.869152-241.1566]\'',2,13,16,'\'(-inf-41.626247]\'',1,4,10,'\'(46.650883-58.860938]\'',1,3,8,'\'(64.248229-95.929302]\'',2,7,10,0,1,1,1,1,1,1,1,1,1,1,1,62,'\'(573.253523-741.552114]\'',47,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',11,17,7,'\'(115.960834-inf)\'',24,56,12,'\'(241.1566-inf)\'',9,54,16,'\'(112.254647-inf)\'',6,26,14,'\'(46.650883-58.860938]\'',1,11,12,'\'(-inf-38.860268]\'',1,9,10,1,0,1,0,0,1,1,1,1,1,1,1,71,'\'(741.552114-inf)\'',173,'\'(21.845585-inf)\'',A
'\'(80.790919-135.14993]\'',1,9,9,'\'(115.960834-inf)\'',1,10,24,'\'(241.1566-inf)\'',2,13,19,'\'(55.248765-74.303022]\'',1,2,10,'\'(81.517634-inf)\'',1,4,12,'\'(95.929302-inf)\'',1,6,21,0,0,0,1,0,0,1,0,0,1,1,0,95,'\'(741.552114-inf)\'',44,'\'(21.845585-inf)\'',A
'\'(135.14993-inf)\'',7,11,7,'\'(76.549137-115.960834]\'',2,3,10,'\'(159.869152-241.1566]\'',1,2,16,'\'(55.248765-74.303022]\'',1,2,10,'\'(81.517634-inf)\'',3,5,8,'\'(95.929302-inf)\'',3,6,14,1,1,1,1,1,0,1,1,1,1,1,1,65,'\'(741.552114-inf)\'',29,'\'(15.967208-18.512556]\'',A
'\'(55.369498-80.790919]\'',2,8,11,'\'(-inf-41.257811]\'',1,6,11,'\'(241.1566-inf)\'',8,38,16,'\'(41.626247-55.248765]\'',1,2,10,'\'(58.860938-81.517634]\'',3,9,8,'\'(64.248229-95.929302]\'',1,5,15,0,0,1,1,1,0,1,1,1,1,1,0,71,'\'(573.253523-741.552114]\'',68,'\'(18.512556-21.845585]\'',A
'\'(-inf-37.138995]\'',1,1,8,'\'(76.549137-115.960834]\'',2,9,12,'\'(82.466974-112.968721]\'',1,8,19,'\'(112.254647-inf)\'',2,15,20,'\'(81.517634-inf)\'',3,19,21,'\'(64.248229-95.929302]\'',1,7,12,0,0,0,0,0,0,1,1,0,0,0,1,92,'\'(573.253523-741.552114]\'',59,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',3,7,9,'\'(76.549137-115.960834]\'',3,11,10,'\'(112.968721-159.869152]\'',1,22,28,'\'(55.248765-74.303022]\'',2,17,10,'\'(-inf-35.369728]\'',1,14,15,'\'(64.248229-95.929302]\'',3,28,10,0,1,0,1,0,1,1,1,0,1,0,1,82,'\'(366.642526-459.963402]\'',99,'\'(18.512556-21.845585]\'',A
'\'(135.14993-inf)\'',2,37,7,'\'(-inf-41.257811]\'',1,5,10,'\'(-inf-82.466974]\'',1,6,16,'\'(41.626247-55.248765]\'',1,2,10,'\'(58.860938-81.517634]\'',2,3,8,'\'(64.248229-95.929302]\'',1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(459.963402-573.253523]\'',54,'\'(13.465411-15.967208]\'',A
'\'(37.138995-55.369498]\'',1,1,7,'\'(115.960834-inf)\'',3,4,10,'\'(112.968721-159.869152]\'',1,2,16,'\'(55.248765-74.303022]\'',1,1,10,'\'(46.650883-58.860938]\'',1,1,12,'\'(64.248229-95.929302]\'',1,2,14,1,1,1,1,0,0,1,1,1,1,1,1,69,'\'(459.963402-573.253523]\'',11,'\'(-inf-13.465411]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(41.257811-57.36167]\'',1,3,16,'\'(112.968721-159.869152]\'',2,4,29,'\'(41.626247-55.248765]\'',1,4,15,'\'(58.860938-81.517634]\'',2,6,12,'\'(38.860268-48.843097]\'',1,3,18,1,0,0,0,0,0,1,1,0,0,1,0,97,'\'(-inf-366.642526]\'',22,'\'(15.967208-18.512556]\'',A
'\'(135.14993-inf)\'',1,20,16,'\'(76.549137-115.960834]\'',1,9,10,'\'(241.1566-inf)\'',2,26,20,'\'(112.254647-inf)\'',1,9,16,'\'(81.517634-inf)\'',1,7,14,'\'(95.929302-inf)\'',1,6,10,0,1,0,0,0,1,1,1,0,0,1,1,86,'\'(741.552114-inf)\'',77,'\'(21.845585-inf)\'',A
'\'(55.369498-80.790919]\'',1,10,12,'\'(41.257811-57.36167]\'',1,7,10,'\'(82.466974-112.968721]\'',1,28,27,'\'(74.303022-112.254647]\'',1,7,17,'\'(81.517634-inf)\'',2,4,12,'\'(95.929302-inf)\'',3,10,13,0,1,0,0,0,0,1,1,0,0,1,1,91,'\'(459.963402-573.253523]\'',66,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',1,2,8,'\'(76.549137-115.960834]\'',2,14,12,'\'(159.869152-241.1566]\'',4,34,19,'\'(41.626247-55.248765]\'',2,15,12,'\'(46.650883-58.860938]\'',3,14,8,'\'(38.860268-48.843097]\'',1,2,10,0,0,0,0,1,1,1,1,0,1,1,1,69,'\'(459.963402-573.253523]\'',81,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,7,7,'\'(-inf-41.257811]\'',1,10,10,'\'(159.869152-241.1566]\'',3,36,20,'\'(55.248765-74.303022]\'',2,8,14,'\'(81.517634-inf)\'',4,6,8,'\'(48.843097-64.248229]\'',1,4,13,1,1,0,0,1,0,1,1,0,1,1,1,72,'\'(459.963402-573.253523]\'',71,'\'(15.967208-18.512556]\'',A
'\'(80.790919-135.14993]\'',13,16,7,'\'(76.549137-115.960834]\'',1,17,15,'\'(112.968721-159.869152]\'',1,17,22,'\'(41.626247-55.248765]\'',1,17,18,'\'(46.650883-58.860938]\'',2,5,8,'\'(48.843097-64.248229]\'',2,15,19,1,0,0,0,1,0,1,1,0,0,1,0,89,'\'(459.963402-573.253523]\'',87,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',2,8,9,'\'(-inf-41.257811]\'',1,4,10,'\'(112.968721-159.869152]\'',2,14,16,'\'(41.626247-55.248765]\'',1,4,10,'\'(58.860938-81.517634]\'',1,3,8,'\'(48.843097-64.248229]\'',1,4,10,0,1,1,1,1,1,1,1,1,1,1,1,63,'\'(459.963402-573.253523]\'',37,'\'(-inf-13.465411]\'',A
'\'(-inf-37.138995]\'',1,8,7,'\'(-inf-41.257811]\'',1,14,14,'\'(159.869152-241.1566]\'',4,41,17,'\'(-inf-41.626247]\'',1,8,10,'\'(46.650883-58.860938]\'',2,15,14,'\'(38.860268-48.843097]\'',1,12,13,1,0,0,1,0,0,1,1,0,1,1,1,75,'\'(-inf-366.642526]\'',98,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,1,7,'\'(57.36167-76.549137]\'',2,3,10,'\'(82.466974-112.968721]\'',1,6,16,'\'(41.626247-55.248765]\'',1,2,10,'\'(46.650883-58.860938]\'',1,3,8,'\'(38.860268-48.843097]\'',1,4,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642526]\'',19,'\'(-inf-13.465411]\'',A
'\'(135.14993-inf)\'',3,57,17,'\'(115.960834-inf)\'',7,124,22,'\'(241.1566-inf)\'',2,32,25,'\'(112.254647-inf)\'',1,14,10,'\'(81.517634-inf)\'',3,48,20,'\'(64.248229-95.929302]\'',1,8,17,0,0,0,1,0,0,1,0,0,1,0,0,111,'\'(741.552114-inf)\'',283,'\'(21.845585-inf)\'',A
'\'(135.14993-inf)\'',1,6,7,'\'(115.960834-inf)\'',1,7,16,'\'(241.1566-inf)\'',2,25,28,'\'(112.254647-inf)\'',1,12,20,'\'(58.860938-81.517634]\'',1,9,13,'\'(48.843097-64.248229]\'',1,5,10,1,0,0,0,0,1,1,1,0,0,1,1,94,'\'(741.552114-inf)\'',64,'\'(21.845585-inf)\'',A
'\'(80.790919-135.14993]\'',1,6,9,'\'(115.960834-inf)\'',3,10,10,'\'(241.1566-inf)\'',9,34,17,'\'(55.248765-74.303022]\'',1,4,11,'\'(35.369728-46.650883]\'',1,3,13,'\'(64.248229-95.929302]\'',9,3,10,0,1,0,0,0,1,1,1,0,1,1,1,70,'\'(741.552114-inf)\'',60,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',4,34,9,'\'(57.36167-76.549137]\'',1,7,12,'\'(82.466974-112.968721]\'',1,8,16,'\'(74.303022-112.254647]\'',2,3,10,'\'(58.860938-81.517634]\'',1,1,12,'\'(95.929302-inf)\'',3,5,10,0,0,1,1,0,1,1,1,1,1,1,1,69,'\'(459.963402-573.253523]\'',58,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',1,4,7,'\'(-inf-41.257811]\'',1,7,10,'\'(241.1566-inf)\'',10,98,25,'\'(-inf-41.626247]\'',1,4,10,'\'(35.369728-46.650883]\'',1,6,13,'\'(38.860268-48.843097]\'',2,9,11,1,1,0,1,0,0,1,1,0,1,1,1,76,'\'(573.253523-741.552114]\'',128,'\'(21.845585-inf)\'',A
'\'(37.138995-55.369498]\'',1,2,7,'\'(41.257811-57.36167]\'',1,2,10,'\'(112.968721-159.869152]\'',1,5,17,'\'(112.254647-inf)\'',2,7,14,'\'(58.860938-81.517634]\'',2,5,12,'\'(95.929302-inf)\'',2,7,13,1,1,0,0,0,0,1,1,0,1,1,1,73,'\'(459.963402-573.253523]\'',28,'\'(13.465411-15.967208]\'',A
'\'(-inf-37.138995]\'',1,1,7,'\'(76.549137-115.960834]\'',2,8,12,'\'(-inf-82.466974]\'',1,7,16,'\'(41.626247-55.248765]\'',2,6,10,'\'(58.860938-81.517634]\'',3,5,8,'\'(64.248229-95.929302]\'',2,7,14,1,0,1,1,1,0,1,1,1,1,1,1,67,'\'(366.642526-459.963402]\'',34,'\'(-inf-13.465411]\'',A
'\'(80.790919-135.14993]\'',1,9,8,'\'(76.549137-115.960834]\'',1,14,16,'\'(112.968721-159.869152]\'',1,6,17,'\'(41.626247-55.248765]\'',1,3,10,'\'(58.860938-81.517634]\'',2,8,8,'\'(48.843097-64.248229]\'',1,6,13,0,0,0,1,1,0,1,1,0,1,1,1,72,'\'(459.963402-573.253523]\'',46,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',5,38,9,'\'(41.257811-57.36167]\'',1,7,12,'\'(241.1566-inf)\'',9,66,16,'\'(-inf-41.626247]\'',1,6,11,'\'(-inf-35.369728]\'',1,4,8,'\'(64.248229-95.929302]\'',2,13,18,0,0,1,0,1,0,1,1,1,1,1,0,74,'\'(573.253523-741.552114]\'',134,'\'(21.845585-inf)\'',A
'\'(37.138995-55.369498]\'',1,2,7,'\'(-inf-41.257811]\'',1,3,10,'\'(159.869152-241.1566]\'',6,32,16,'\'(112.254647-inf)\'',2,7,12,'\'(58.860938-81.517634]\'',3,5,8,'\'(-inf-38.860268]\'',1,4,10,1,1,1,0,1,1,1,1,1,1,1,1,63,'\'(459.963402-573.253523]\'',53,'\'(13.465411-15.967208]\'',A
'\'(-inf-37.138995]\'',1,4,7,'\'(57.36167-76.549137]\'',2,4,10,'\'(159.869152-241.1566]\'',4,9,16,'\'(55.248765-74.303022]\'',2,3,10,'\'(58.860938-81.517634]\'',1,3,12,'\'(48.843097-64.248229]\'',1,3,10,1,1,1,1,0,1,1,1,1,1,1,1,65,'\'(459.963402-573.253523]\'',26,'\'(-inf-13.465411]\'',A
'\'(135.14993-inf)\'',3,54,7,'\'(-inf-41.257811]\'',1,11,12,'\'(-inf-82.466974]\'',1,19,18,'\'(74.303022-112.254647]\'',2,26,16,'\'(35.369728-46.650883]\'',1,15,24,'\'(64.248229-95.929302]\'',1,21,30,1,0,0,0,0,0,1,1,0,0,0,0,107,'\'(366.642526-459.963402]\'',146,'\'(21.845585-inf)\'',A
'\'(55.369498-80.790919]\'',3,5,7,'\'(115.960834-inf)\'',4,19,10,'\'(-inf-82.466974]\'',1,13,17,'\'(112.254647-inf)\'',2,10,14,'\'(46.650883-58.860938]\'',1,2,12,'\'(95.929302-inf)\'',4,31,10,1,1,0,0,0,1,1,1,0,1,1,1,70,'\'(741.552114-inf)\'',80,'\'(18.512556-21.845585]\'',A
'\'(-inf-37.138995]\'',1,3,9,'\'(-inf-41.257811]\'',1,5,10,'\'(-inf-82.466974]\'',1,9,16,'\'(55.248765-74.303022]\'',1,4,12,'\'(46.650883-58.860938]\'',2,5,8,'\'(-inf-38.860268]\'',1,7,14,0,1,1,0,1,0,1,1,1,1,1,1,69,'\'(-inf-366.642526]\'',33,'\'(-inf-13.465411]\'',A
'\'(80.790919-135.14993]\'',1,2,10,'\'(57.36167-76.549137]\'',1,5,10,'\'(82.466974-112.968721]\'',1,8,16,'\'(55.248765-74.303022]\'',1,6,11,'\'(58.860938-81.517634]\'',1,7,10,'\'(95.929302-inf)\'',1,9,18,0,1,1,0,0,0,1,1,1,1,1,0,75,'\'(459.963402-573.253523]\'',37,'\'(13.465411-15.967208]\'',A
'\'(80.790919-135.14993]\'',1,1,9,'\'(76.549137-115.960834]\'',2,4,10,'\'(82.466974-112.968721]\'',1,5,16,'\'(55.248765-74.303022]\'',1,5,12,'\'(58.860938-81.517634]\'',2,6,8,'\'(48.843097-64.248229]\'',1,1,10,0,1,1,0,1,1,1,1,1,1,1,1,65,'\'(459.963402-573.253523]\'',22,'\'(-inf-13.465411]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(115.960834-inf)\'',3,7,10,'\'(112.968721-159.869152]\'',4,46,27,'\'(41.626247-55.248765]\'',1,14,17,'\'(-inf-35.369728]\'',1,16,12,'\'(-inf-38.860268]\'',1,13,10,1,1,0,0,0,1,1,1,0,0,1,1,83,'\'(366.642526-459.963402]\'',98,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',1,9,9,'\'(41.257811-57.36167]\'',1,2,10,'\'(112.968721-159.869152]\'',1,2,24,'\'(112.254647-inf)\'',2,16,10,'\'(81.517634-inf)\'',1,3,8,'\'(64.248229-95.929302]\'',1,1,10,0,1,0,1,1,1,1,1,0,1,1,1,71,'\'(459.963402-573.253523]\'',33,'\'(13.465411-15.967208]\'',A
'\'(37.138995-55.369498]\'',2,3,7,'\'(41.257811-57.36167]\'',2,13,10,'\'(159.869152-241.1566]\'',4,53,24,'\'(41.626247-55.248765]\'',1,15,15,'\'(-inf-35.369728]\'',1,5,8,'\'(-inf-38.860268]\'',1,5,10,1,1,0,0,1,1,1,1,0,0,1,1,74,'\'(366.642526-459.963402]\'',94,'\'(15.967208-18.512556]\'',A
'\'(80.790919-135.14993]\'',2,5,12,'\'(76.549137-115.960834]\'',2,9,14,'\'(82.466974-112.968721]\'',1,18,25,'\'(-inf-41.626247]\'',1,3,10,'\'(58.860938-81.517634]\'',1,7,15,'\'(38.860268-48.843097]\'',2,4,10,0,0,0,1,0,1,1,1,0,1,0,1,86,'\'(366.642526-459.963402]\'',46,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',1,1,7,'\'(115.960834-inf)\'',6,10,10,'\'(241.1566-inf)\'',4,23,17,'\'(55.248765-74.303022]\'',2,6,11,'\'(81.517634-inf)\'',3,7,10,'\'(95.929302-inf)\'',4,12,11,1,1,0,0,0,0,1,1,0,1,1,1,66,'\'(741.552114-inf)\'',59,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',1,7,7,'\'(57.36167-76.549137]\'',1,10,10,'\'(159.869152-241.1566]\'',1,37,42,'\'(74.303022-112.254647]\'',1,12,17,'\'(46.650883-58.860938]\'',1,7,12,'\'(95.929302-inf)\'',4,55,18,1,1,0,0,0,0,1,1,0,0,1,0,106,'\'(573.253523-741.552114]\'',128,'\'(21.845585-inf)\'',A
'\'(-inf-37.138995]\'',1,3,7,'\'(-inf-41.257811]\'',1,3,10,'\'(159.869152-241.1566]\'',3,15,24,'\'(55.248765-74.303022]\'',1,6,16,'\'(46.650883-58.860938]\'',2,4,12,'\'(-inf-38.860268]\'',1,5,12,1,1,0,0,0,0,1,1,0,0,1,1,81,'\'(366.642526-459.963402]\'',36,'\'(13.465411-15.967208]\'',A
'\'(80.790919-135.14993]\'',7,36,7,'\'(76.549137-115.960834]\'',1,16,16,'\'(159.869152-241.1566]\'',4,53,16,'\'(55.248765-74.303022]\'',1,10,12,'\'(46.650883-58.860938]\'',2,12,8,'\'(38.860268-48.843097]\'',1,10,14,1,0,1,0,1,0,1,1,1,1,1,1,73,'\'(459.963402-573.253523]\'',137,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',2,19,13,'\'(57.36167-76.549137]\'',2,16,12,'\'(-inf-82.466974]\'',1,20,25,'\'(112.254647-inf)\'',4,33,18,'\'(-inf-35.369728]\'',1,12,12,'\'(48.843097-64.248229]\'',2,24,22,0,0,0,0,0,0,1,1,0,0,1,0,102,'\'(459.963402-573.253523]\'',124,'\'(21.845585-inf)\'',A
'\'(37.138995-55.369498]\'',1,5,7,'\'(57.36167-76.549137]\'',1,8,10,'\'(159.869152-241.1566]\'',1,14,17,'\'(74.303022-112.254647]\'',1,7,10,'\'(46.650883-58.860938]\'',1,9,12,'\'(64.248229-95.929302]\'',1,6,10,1,1,0,1,0,1,1,1,0,1,1,1,66,'\'(459.963402-573.253523]\'',49,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',3,28,17,'\'(57.36167-76.549137]\'',1,4,10,'\'(159.869152-241.1566]\'',2,15,19,'\'(112.254647-inf)\'',2,7,14,'\'(81.517634-inf)\'',1,6,14,'\'(95.929302-inf)\'',3,8,11,0,1,0,0,0,0,1,1,0,1,1,1,85,'\'(741.552114-inf)\'',68,'\'(21.845585-inf)\'',A
'\'(-inf-37.138995]\'',1,6,7,'\'(57.36167-76.549137]\'',1,22,10,'\'(-inf-82.466974]\'',1,15,16,'\'(55.248765-74.303022]\'',1,3,10,'\'(46.650883-58.860938]\'',2,5,8,'\'(-inf-38.860268]\'',1,5,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642526]\'',56,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',2,10,7,'\'(-inf-41.257811]\'',1,6,10,'\'(-inf-82.466974]\'',1,9,17,'\'(-inf-41.626247]\'',1,5,10,'\'(35.369728-46.650883]\'',1,2,12,'\'(95.929302-inf)\'',2,9,10,1,1,0,1,0,1,1,1,0,1,1,1,66,'\'(-inf-366.642526]\'',41,'\'(-inf-13.465411]\'',A
'\'(80.790919-135.14993]\'',1,3,11,'\'(76.549137-115.960834]\'',1,27,12,'\'(82.466974-112.968721]\'',1,20,31,'\'(-inf-41.626247]\'',1,4,10,'\'(46.650883-58.860938]\'',2,7,15,'\'(64.248229-95.929302]\'',3,11,12,0,0,0,1,0,0,1,1,0,1,0,1,91,'\'(366.642526-459.963402]\'',72,'\'(18.512556-21.845585]\'',A
'\'(135.14993-inf)\'',3,23,7,'\'(57.36167-76.549137]\'',2,6,10,'\'(-inf-82.466974]\'',1,8,19,'\'(-inf-41.626247]\'',1,2,10,'\'(35.369728-46.650883]\'',1,4,10,'\'(64.248229-95.929302]\'',1,7,16,1,1,0,1,0,0,1,1,0,1,1,0,72,'\'(366.642526-459.963402]\'',50,'\'(13.465411-15.967208]\'',A
'\'(37.138995-55.369498]\'',1,5,7,'\'(76.549137-115.960834]\'',2,5,10,'\'(159.869152-241.1566]\'',2,10,16,'\'(112.254647-inf)\'',2,8,14,'\'(81.517634-inf)\'',3,5,9,'\'(95.929302-inf)\'',2,3,10,1,1,1,0,0,1,1,1,1,1,1,1,66,'\'(573.253523-741.552114]\'',36,'\'(15.967208-18.512556]\'',A
'\'(135.14993-inf)\'',5,12,7,'\'(115.960834-inf)\'',5,14,10,'\'(159.869152-241.1566]\'',1,4,26,'\'(55.248765-74.303022]\'',1,7,10,'\'(81.517634-inf)\'',4,17,8,'\'(95.929302-inf)\'',3,12,20,1,1,0,1,1,0,1,1,0,1,1,0,81,'\'(741.552114-inf)\'',66,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',1,1,7,'\'(76.549137-115.960834]\'',2,4,10,'\'(241.1566-inf)\'',1,20,48,'\'(41.626247-55.248765]\'',1,3,10,'\'(35.369728-46.650883]\'',1,2,12,'\'(38.860268-48.843097]\'',1,4,10,1,1,0,1,0,1,1,1,0,1,1,1,97,'\'(459.963402-573.253523]\'',34,'\'(18.512556-21.845585]\'',A
'\'(135.14993-inf)\'',10,10,8,'\'(115.960834-inf)\'',3,12,10,'\'(112.968721-159.869152]\'',3,35,17,'\'(-inf-41.626247]\'',1,9,10,'\'(35.369728-46.650883]\'',2,11,8,'\'(38.860268-48.843097]\'',1,10,14,0,1,0,1,1,0,1,1,0,1,1,1,67,'\'(573.253523-741.552114]\'',87,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',1,11,9,'\'(41.257811-57.36167]\'',1,3,10,'\'(-inf-82.466974]\'',1,9,24,'\'(112.254647-inf)\'',4,18,14,'\'(35.369728-46.650883]\'',1,3,12,'\'(38.860268-48.843097]\'',1,2,12,0,1,0,0,0,0,1,1,0,1,1,1,81,'\'(366.642526-459.963402]\'',46,'\'(15.967208-18.512556]\'',A
'\'(80.790919-135.14993]\'',3,2,9,'\'(76.549137-115.960834]\'',2,4,10,'\'(82.466974-112.968721]\'',1,3,16,'\'(-inf-41.626247]\'',1,1,10,'\'(81.517634-inf)\'',3,5,8,'\'(48.843097-64.248229]\'',1,3,12,0,1,1,1,1,0,1,1,1,1,1,1,65,'\'(459.963402-573.253523]\'',18,'\'(-inf-13.465411]\'',A
'\'(55.369498-80.790919]\'',1,2,9,'\'(115.960834-inf)\'',3,9,10,'\'(82.466974-112.968721]\'',1,3,18,'\'(41.626247-55.248765]\'',1,3,10,'\'(81.517634-inf)\'',1,4,18,'\'(95.929302-inf)\'',2,4,10,0,1,0,1,0,1,1,1,0,1,0,1,75,'\'(459.963402-573.253523]\'',25,'\'(13.465411-15.967208]\'',A
'\'(80.790919-135.14993]\'',3,13,7,'\'(41.257811-57.36167]\'',1,9,10,'\'(159.869152-241.1566]\'',4,29,17,'\'(-inf-41.626247]\'',1,2,10,'\'(81.517634-inf)\'',6,13,8,'\'(-inf-38.860268]\'',1,8,10,1,1,0,1,1,1,1,1,0,1,1,1,62,'\'(459.963402-573.253523]\'',74,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',1,3,9,'\'(-inf-41.257811]\'',1,5,10,'\'(112.968721-159.869152]\'',2,14,18,'\'(-inf-41.626247]\'',1,2,10,'\'(58.860938-81.517634]\'',2,7,10,'\'(38.860268-48.843097]\'',1,5,14,0,1,0,1,0,0,1,1,0,1,1,1,71,'\'(-inf-366.642526]\'',36,'\'(-inf-13.465411]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(76.549137-115.960834]\'',3,8,12,'\'(82.466974-112.968721]\'',1,3,16,'\'(74.303022-112.254647]\'',1,2,14,'\'(81.517634-inf)\'',2,4,8,'\'(64.248229-95.929302]\'',1,4,12,1,0,1,0,1,0,1,1,1,1,1,1,69,'\'(459.963402-573.253523]\'',23,'\'(-inf-13.465411]\'',A
'\'(80.790919-135.14993]\'',4,33,10,'\'(115.960834-inf)\'',4,124,10,'\'(112.968721-159.869152]\'',4,48,16,'\'(-inf-41.626247]\'',1,9,10,'\'(-inf-35.369728]\'',1,6,8,'\'(-inf-38.860268]\'',1,9,10,0,1,1,1,1,1,1,1,1,1,1,1,64,'\'(459.963402-573.253523]\'',229,'\'(21.845585-inf)\'',A
'\'(37.138995-55.369498]\'',1,6,7,'\'(76.549137-115.960834]\'',2,27,10,'\'(-inf-82.466974]\'',1,15,16,'\'(74.303022-112.254647]\'',2,21,17,'\'(-inf-35.369728]\'',1,4,8,'\'(-inf-38.860268]\'',1,3,10,1,1,1,0,1,1,1,1,1,0,1,1,68,'\'(366.642526-459.963402]\'',76,'\'(13.465411-15.967208]\'',A
'\'(55.369498-80.790919]\'',3,4,7,'\'(41.257811-57.36167]\'',1,7,12,'\'(82.466974-112.968721]\'',2,5,16,'\'(-inf-41.626247]\'',1,2,10,'\'(-inf-35.369728]\'',1,3,8,'\'(64.248229-95.929302]\'',2,4,14,1,0,1,1,1,0,1,1,1,1,1,1,67,'\'(-inf-366.642526]\'',25,'\'(-inf-13.465411]\'',A
